Region,Latitude,Longitude,Green_Space_Area_sqm,AQI,PM2.5,PM10,Rainfall_mm,Season,Transit_Stops,CO2_Emission_Private_g_per_km,CO2_Emission_Public_g_per_km,Travel_Time_mins,Road_Quality_Index,Traffic_Congestion_Index,Average_Vehicle_Speed_kmph
Saidapet,12.851321527625773,80.18361735071579,2216,101,73.6908396731994,139.200297266694,174,Rainy,10,401.6502397329513,72.08866490823243,27,60,3,51.20236835804431
VIT Chennai,13.034590716928198,80.27850398714614,1680,112,30.666574130658937,108.33818989757009,275,Summer,19,339.16814651117363,143.70513511296457,48,69,7,49.5126065045252
Teynampet,13.047815165308762,80.2839254831645,3122,123,36.64455337272655,131.864744025871,92,Winter,19,304.6040849835239,58.770995232620464,21,82,6,41.98400165945138
Thiruvanmiyur,12.8155045117943,80.22122443273472,2942,78,44.04841031665372,118.83482779981422,99,Summer,11,150.37996547450606,167.66829632994103,45,73,8,36.786377148226876
Anna Nagar,13.07543298802622,80.2122987232543,3356,109,62.13599609930184,57.42265296347496,269,Summer,10,496.983452662325,168.5512139447805,46,70,7,48.19054747821093
Guindy,13.14738908690827,80.22707877071122,4096,65,57.71797280802144,90.02630719107373,265,Summer,7,124.40941309869578,180.68859334472268,58,62,5,35.08400471059713
Chromepet,13.18865877433385,80.2649507160007,3733,72,34.47717381465187,91.03573123189297,66,Winter,11,211.2062281237419,164.6219775690438,20,86,8,56.46786251805488
Mogappair,12.905170483749165,80.26030649338075,3590,119,77.18988359661591,149.3695836750179,450,Summer,12,372.58797095441287,162.65660287950305,56,82,4,57.740770001795696
Triplicane,13.101150928567538,80.25750568937788,4655,117,40.3058229736909,59.02188521978571,273,Summer,18,216.19526307388804,144.55549782388556,15,51,5,59.0937126130296
Poonamallee,13.009800729478412,80.19101929230156,2370,135,40.82329382511863,87.39903474358245,498,Summer,16,158.47123161789546,149.95987372771026,28,84,9,57.44602831941468
Nungambakkam,12.901947440734226,80.29198502973699,2832,108,89.89851920243783,145.5641536639621,179,Summer,11,208.35386632292784,85.92737576550286,51,98,9,23.829897994586524
Thoraipakkam,12.816827084322082,80.12560798914384,4122,90,45.82111303834506,145.4479791700827,485,Winter,12,488.77208508560443,85.81036799281974,21,65,9,27.396760587315754
Pallikaranai,12.91722087963832,80.11703249163902,1785,100,46.43809100413061,57.48447624964675,409,Summer,19,408.25941910136,69.2788381862201,41,93,8,26.661820621404257
Adyar,12.956929613390319,80.12298368755799,4528,105,67.34139706709976,69.90364160045229,332,Winter,10,370.1389682228788,108.03683781806092,56,61,2,55.0853496081469
Thiruvanmiyur,13.17789747952291,80.15973919833874,4549,122,54.754279071848856,58.21553521004955,246,Winter,17,401.4240881207421,102.42621555321205,24,83,4,49.54122277555432
Porur,12.915483472813408,80.24328988348108,2622,96,85.7320184255408,129.4809988863401,466,Winter,19,413.93550269408144,75.7248688883231,15,85,9,55.33698458115629
Kolathur,13.197723722376326,80.20119816320165,2553,137,75.47949595531892,145.50915828617565,347,Rainy,19,459.7112587354211,134.55424303989582,57,89,2,43.06619523920955
Villivakkam,13.165914630646062,80.16191225505447,2277,62,70.52334256084788,81.30152632119018,107,Winter,15,483.1757350210407,118.78557529268654,32,72,1,35.045681160621506
Tambaram,12.959968474740046,80.10142322103785,2792,134,85.74833031501251,63.28217008499579,210,Rainy,14,100.72758781550854,70.13616712707233,33,89,7,40.120294440134494
Avadi,12.873584964431576,80.24000704842675,4069,65,74.93056320606567,106.36070767191714,131,Summer,11,417.2120915764589,111.0478632387435,51,97,4,30.563713101266963
Tambaram,13.099166130047378,80.29123319428192,3458,75,82.26960286122304,64.73372128291686,194,Rainy,5,119.86731417532872,189.10610498759183,43,95,8,25.477666194722293
Chromepet,13.103987020419,80.11083421860307,2532,110,57.63147274113436,115.57355347233025,123,Rainy,7,253.9892935448226,122.5238319949449,20,55,5,25.200992131161215
Guindy,12.879800647364158,80.12823069109427,4960,68,70.13108563600099,113.77833534039026,379,Summer,9,304.1295686166166,96.90432046650415,25,62,5,56.94780567203076
Perambur,12.916730749110839,80.15479241779313,3204,111,70.78311528639205,118.65972957838848,217,Summer,15,362.89885756552565,172.81357943799154,53,71,1,52.77765783766883
Poonamallee,13.13076281199659,80.20581816384956,2769,81,32.24677133622072,123.4336744127621,189,Rainy,11,291.1163414911215,127.70176730547452,21,69,5,35.24175044390805
Sholinganallur,13.076126828538314,80.17561205573905,4841,104,56.16996691428062,135.41526514815627,238,Winter,18,337.6020185275376,150.998519332126,53,50,3,34.14334477054979
Thoraipakkam,12.998313805225743,80.22492664900183,4354,130,58.1412435148963,112.54224440945188,198,Rainy,9,233.75429488133176,58.35582371713603,17,78,6,44.76576147688148
Medavakkam,12.871863312182068,80.1788026680408,1578,140,98.10282969858251,64.57196605548529,133,Winter,12,177.37081789874793,145.82709646687624,47,82,5,20.32258324367134
Egmore,13.185783380083329,80.29811297972704,2060,125,49.4067473722253,80.6151969212126,478,Rainy,5,354.16556922538587,76.3767472334199,45,97,2,38.434889906172074
Avadi,13.106454685473233,80.25468587156017,4484,100,51.57824402680222,58.05393137558289,289,Summer,18,204.3413219891982,68.7085193708343,31,81,1,42.44336457896476
Egmore,12.827473103646733,80.29845647369648,3271,141,67.51682324225877,101.71019677411321,383,Rainy,5,205.04473679838577,148.2964502967635,51,64,4,26.13305147793229
Adyar,12.968648142983653,80.14731202993374,1756,96,32.62922396333459,67.72696726045166,334,Winter,10,451.82266294410806,60.50284760062354,30,72,2,49.989413660065566
Saidapet,12.843217649552727,80.24908129435204,2856,133,96.5487495540981,146.01644089631213,478,Winter,18,280.20179879775685,112.70291536050024,37,89,1,38.339619299391344
Purasaiwakkam,13.109046376565221,80.14978092744002,4121,146,67.46855205694504,111.38824931457125,446,Winter,12,107.43167953131807,183.6802466193543,36,57,2,56.81185907293363
Vadapalani,13.096296238168666,80.18846767402952,4106,70,86.36998098964051,55.42764561003041,392,Winter,6,457.72689546044825,146.9356205510348,57,74,4,30.27524871149906
VIT Chennai,13.123880049004256,80.12114955159025,2129,141,79.19192659919841,104.12987555559926,365,Rainy,17,232.20968775303592,108.71153708176696,15,66,3,50.77438838507555
Kodambakkam,12.834066885950975,80.15167717664801,4390,127,37.26953968428376,116.47551203620455,156,Summer,13,142.80511013954816,68.39372509653968,33,69,6,21.584307881615842
Kodambakkam,12.849704175932452,80.12092921588284,3139,132,69.06026620545688,102.05161990297015,289,Summer,6,203.87561434410975,173.9923363708723,21,81,6,31.478946831544476
Sholinganallur,12.949025916508587,80.19016479805342,4381,134,67.36073637150915,52.475241838293854,468,Summer,8,492.47274894042613,131.00491751945856,47,53,3,28.05025293819217
Porur,12.959763582335299,80.29336128533281,4117,85,48.97701661136793,106.48125751187058,306,Rainy,9,356.071938223919,98.65547076163301,16,83,6,25.47894398512578
Purasaiwakkam,13.101003446304587,80.23712114289056,1630,125,52.56964811316989,128.40775897860692,363,Rainy,13,149.60899221561385,156.66210028063557,35,71,6,43.28144070158612
Sholinganallur,13.058304292994201,80.22166551658077,2018,135,94.47268959171514,105.82817037609426,269,Summer,17,373.2404713733401,178.85728036756785,41,81,6,20.22543154802145
Villivakkam,13.08574310979414,80.12753746676648,4381,136,95.21129386486115,135.80689766498563,309,Summer,18,365.67705996472523,70.52760066919195,27,70,3,57.01034789313557
Egmore,13.105701494656094,80.11047684866996,1778,132,91.119126323464,81.72551370201074,69,Rainy,9,287.2112651825974,177.52520328198062,46,65,1,59.5353456305917
Saidapet,13.106727321445666,80.29934467781065,2241,110,85.21495306714893,79.91585456472396,492,Summer,8,414.5668680543086,175.70651880426382,46,56,4,37.26777504061666
Porur,12.849073546477621,80.2087661817255,4668,81,59.09081841023831,77.90264665125869,217,Winter,5,416.1298555142314,137.41807516414167,15,84,5,52.850793484751996
Ambattur,13.00371980237483,80.19638222641436,4913,123,41.08914820370759,100.3738113321946,332,Rainy,6,213.61225038814595,195.64019952362585,43,57,8,21.801084006019952
Velachery,13.043250829379215,80.28040075510577,2281,116,98.86876855022236,117.55663279651915,91,Rainy,6,129.88414839093946,183.79270947793847,16,69,2,48.55844043113201
VIT Chennai,12.941290661184645,80.11032904740331,2295,76,53.29683872680602,148.28334574154184,225,Winter,12,150.9252903705949,163.02427221188918,58,60,2,29.730111277088515
Mogappair,13.044443296605309,80.13733346351503,3582,104,33.62524437084069,87.76369397501158,239,Winter,5,157.59678243207213,92.68780537854438,53,94,8,42.44310493237814
Porur,12.892692062370047,80.25297465281591,2109,130,70.72868679454655,147.1462647615228,252,Rainy,7,347.98549155543014,199.1886677659376,53,85,1,20.022511840649663
Vadapalani,13.168978887214903,80.15914940129416,4086,119,59.004944161452606,64.49665061848233,400,Summer,19,186.4619034784745,183.73612382044308,44,62,5,43.649985314897364
Purasaiwakkam,13.019209950760736,80.13890667038324,4375,63,73.04672581518254,68.2780381768062,150,Winter,18,277.83388013028474,64.36655485188017,40,88,9,38.88555138845061
Triplicane,13.193118770457444,80.25734129716419,4412,119,79.0351451223458,107.45903652191471,396,Summer,6,422.18401337472363,150.54750223196424,41,93,4,56.148362366790856
Ambattur,13.151558877165895,80.28894344247574,4754,136,61.91093127413381,117.4657775244788,260,Rainy,5,229.47414743568962,156.1435931391112,58,59,3,41.08866589700198
Avadi,12.930126247058746,80.17318210406209,2444,99,64.50762578292299,87.122132195566,229,Winter,15,239.37585349790572,98.7140502646165,26,75,9,21.374725485600408
Porur,12.815469049895633,80.17663285365515,4907,103,47.11665264562589,94.91666554976848,217,Winter,11,234.65476779441636,151.13973251506482,17,58,3,31.981108872849624
Ambattur,13.186176925908502,80.23572393896293,1270,116,75.6215577108581,117.11962573950467,95,Rainy,8,425.49456773856036,117.21705616126346,22,59,3,39.11392924651639
Kodambakkam,12.968717903922458,80.15804550979192,5000,73,62.51112891246812,92.34980885576695,195,Rainy,19,324.5591782453115,90.11630327694844,34,64,7,34.216174662953975
T. Nagar,13.170170492910549,80.22123812562832,3996,121,84.54438045733355,77.74429181201502,149,Winter,13,227.6731603939974,154.6262077500923,17,85,9,20.5451308491163
Kolathur,13.125894316768683,80.20698064881921,4229,73,92.808489433719,73.2129564325827,415,Winter,17,258.4268717351084,185.54511460930482,47,67,2,56.20278763833391
Sholinganallur,13.052337525633845,80.20079842788152,1997,134,71.05132485919721,71.64783800303222,465,Winter,5,197.01675568625944,59.228375188610514,24,51,7,59.55079375501543
Thiruvanmiyur,12.936324724223189,80.2558835083442,1856,128,99.4297774195741,119.97444039092123,462,Summer,9,397.93589558188575,98.88200059723206,23,88,2,57.069924937091
Thiruvanmiyur,13.109860721496627,80.20854090741332,2644,62,37.27458642106189,103.63739548426912,119,Summer,6,340.25685674617955,175.5635283495467,37,78,1,32.381276252987114
Thoraipakkam,13.009812971490856,80.16801040215516,3956,149,70.8686990242181,143.50343726793128,400,Rainy,9,431.60336012120564,90.18934845500348,52,60,7,27.83241349462449
Kodambakkam,13.036345382369692,80.20792808672097,1880,137,40.340372187356884,62.664988822684364,356,Summer,12,145.73318588620742,184.2329891054376,59,99,9,21.80975422077081
Royapettah,12.971976156645772,80.27251925712571,4842,119,40.32665425721562,96.61405344994105,350,Winter,5,325.82385238675624,123.66663999767847,29,80,9,51.77446532149605
Nungambakkam,12.812458831983674,80.25458430202303,4444,126,65.71484202280806,141.81496558796317,82,Winter,13,213.059061254664,82.2278824236829,35,95,4,53.60875932526034
Mogappair,12.932719419867901,80.27447331563069,2823,88,80.4976019733599,114.06292425058369,334,Rainy,17,323.80628053537407,125.28243053212957,30,82,4,57.35788249880993
Kodambakkam,12.90327280543284,80.14008904783854,4963,121,48.85662230428771,101.20582677554013,447,Rainy,17,114.83152151807006,102.55254923220247,20,65,2,51.83469761942625
Tambaram,12.880770976709778,80.29113663598162,4954,139,73.20821663583072,93.75371574503254,171,Winter,7,454.7188716373136,77.04296332912675,16,66,6,38.74532957228755
Thiruvanmiyur,13.019042145516924,80.11767930499893,2825,110,83.14435547140329,99.25261540396662,206,Summer,18,390.2348856125882,63.51130959947018,52,58,6,50.22340863608018
Sholinganallur,12.869818960504206,80.16266275297399,4426,85,52.30909413928234,119.9312374275105,357,Summer,9,313.3349066667969,130.06197873718662,19,64,7,41.666779686323316
Poonamallee,12.885015111209555,80.26359442649385,2370,139,41.17743149226153,110.21155965964206,69,Rainy,14,453.2023404419311,184.82268039970944,53,75,7,30.840965519142824
Pallikaranai,12.893485033190897,80.21568046009082,1874,105,86.11175076896102,75.0074790929939,493,Winter,10,240.3597746125006,87.19422832597726,54,82,1,53.84314214394996
Kolathur,12.989018464246211,80.22639762992668,4485,139,43.869454970497564,144.58021306549597,448,Winter,7,447.0022631376705,199.80686261373563,49,75,2,59.26562399946567
Pallikaranai,13.188730162975022,80.28461535907735,3968,56,32.56487444548173,67.32002434606532,315,Winter,17,223.4693107486466,51.13438759045428,36,57,5,42.5786995736324
Adyar,13.003827314746959,80.16676143513256,3628,67,40.58959438157795,50.11447737356922,64,Rainy,9,248.97203038096856,52.14204477330664,46,71,2,30.45747386542233
Ambattur,12.92916127266954,80.21693950332896,3635,79,81.51625344535562,107.15166581192355,491,Summer,15,164.05331342761798,127.07072330303653,29,91,3,31.19595511398655
Purasaiwakkam,13.013883297593036,80.16926115284075,5000,114,40.451388235283794,139.84380118660073,464,Rainy,6,375.9446068867398,183.4579080698673,23,68,4,23.467640841143734
Adyar,13.049998113208309,80.2804357072655,4125,62,76.6554418765331,63.85314011277813,435,Summer,15,154.38409793951826,79.67215501216876,52,98,4,23.05889164178007
Mogappair,13.048263319540034,80.1829608611692,4436,91,88.69597098994647,133.21879366285526,119,Summer,5,484.76796677282124,112.23012536749974,42,94,6,30.60646915080048
T. Nagar,13.088269674578658,80.20055391589004,1454,147,61.12984851467294,66.36884554975646,285,Rainy,7,357.754451903629,146.6611771447142,24,74,9,49.910771671652746
Teynampet,12.984925049996201,80.2747994093343,4490,144,35.077858202748395,87.30984919276301,340,Summer,19,326.344739564958,74.46276400901645,17,94,7,40.27402892352833
Royapettah,13.194578849544015,80.25751021721388,1597,125,72.65511100394033,77.57792692543556,76,Summer,16,378.59658633295675,71.37051292642661,47,94,4,45.35958296769386
Kolathur,12.873305856295309,80.10525539465978,1280,137,66.24481913158667,103.37269487104622,76,Rainy,12,453.5416149158803,71.93336422642918,59,69,5,45.72334238581747
Mogappair,12.815847134612659,80.11552911787756,3920,61,75.02844208905924,140.44301688871656,401,Rainy,10,299.2838912274257,113.00246622017823,25,53,9,45.05745873408891
Villivakkam,12.946611407527254,80.11939289878629,4445,119,98.14966299173776,131.00072366619762,287,Winter,11,185.38115924849097,52.799321154692024,42,59,9,49.2059217111834
Royapettah,12.990405726533442,80.2156843239559,3517,84,99.9932142448414,148.8677477331848,322,Winter,5,181.56253055823268,138.68357614899475,22,56,9,35.73437525758425
Poonamallee,12.847829999111942,80.1594503328895,1130,76,87.9919211507541,78.41059481127562,368,Rainy,15,127.44965886930402,163.13724731066276,22,56,2,29.425954810410147
Thoraipakkam,12.964662277032465,80.12330488786937,3553,92,70.94700831498133,59.13782624466065,98,Winter,11,464.85803688081035,73.65855264984668,56,52,7,53.95660024018917
Poonamallee,12.80245597185301,80.21849787251134,4144,125,68.75961326600554,56.786890826157666,303,Summer,19,228.88370249547788,74.1951102838853,34,54,4,41.09051835189198
Medavakkam,12.823619604120344,80.16920222283703,2253,100,60.75787136227482,114.53564569448751,305,Summer,18,308.8107436223622,51.7887483366767,40,53,3,57.160014544444834
Porur,12.918119404241128,80.25644829380659,3485,96,68.50518104671926,145.85315764035496,484,Summer,9,227.18787915815741,153.6442845001494,26,68,3,39.55762175027998
Teynampet,13.137373593296125,80.2388993587878,4890,141,86.22922974790563,96.62887058222117,113,Summer,9,108.14239080652027,110.95029383535741,55,98,5,55.41383936412972
Poonamallee,13.136774290337152,80.21459500430525,3364,101,91.6349982042189,71.5970559650042,140,Rainy,6,476.46121116538393,160.94116972524864,38,72,5,43.1893047157878
Thiruvanmiyur,13.051273479620772,80.2073177710016,3735,120,44.582974412215265,70.07626821658336,58,Rainy,7,464.53853295036856,135.08422890761997,24,52,9,40.643226385018295
Thiruvanmiyur,12.919175611050091,80.21563264483198,3712,132,58.79897663913387,146.4540391208352,233,Winter,16,489.01212063420553,51.565118435362194,17,54,1,48.45752031183446
Porur,12.993073691491178,80.12199991794128,4426,114,86.64976816546047,82.32123593382502,441,Rainy,5,137.11418232782466,165.39939678112842,16,90,7,47.294381437225894
Egmore,13.171902124553121,80.16590635749462,4976,63,60.072408112673955,145.58052312031148,200,Summer,19,483.4396628713363,139.74349279965824,40,68,3,38.14058353697314
Poonamallee,12.831248265905622,80.10847660817554,1710,147,35.373497157077445,87.62058301259916,97,Winter,10,209.4333101843946,100.9727275901312,42,80,9,35.49128345821158
Porur,12.902543304461727,80.12818078181532,1777,122,74.47891987571441,122.60560082914421,216,Rainy,16,471.3757953572748,134.21407369072688,49,95,3,35.10044676342354
Porur,12.82225283086194,80.12434222228379,3968,150,78.34975922695827,111.91427128310045,476,Summer,14,424.08091569656625,197.24913660309787,35,77,7,52.451181797927255
Mogappair,12.860874070418259,80.17813191303907,4928,85,47.63418903047674,72.57983446044001,248,Rainy,18,326.86732366532453,188.6512803545096,44,53,1,27.3374899966677
Teynampet,12.86356202800642,80.22096657652668,2010,101,87.89663926400306,136.02109032716152,222,Winter,9,253.9996428851853,57.55649827527186,26,91,7,48.27126679356494
Velachery,12.934539811459612,80.12680050000057,4741,107,57.96294743376923,79.50477504264515,493,Winter,14,342.30061329898217,86.97492581892152,55,63,3,25.805937062156783
VIT Chennai,13.081397397109892,80.26107254427939,3172,149,30.20609727807031,149.4732585276132,446,Winter,18,211.332623765857,94.53863226812706,25,65,4,54.07425457649859
Avadi,12.916944499511619,80.27603725226669,3483,72,51.529367317635064,96.24132791199062,309,Winter,6,455.38858874465353,169.15148749095331,49,96,2,35.72304444471217
Velachery,13.030476727272033,80.2849436504442,4141,89,40.44230271267131,72.3058840929438,247,Summer,15,104.97492223858794,194.9958442830555,24,91,5,27.335737426920744
Nungambakkam,13.065550044493925,80.19224649609666,4274,117,64.0111783908969,51.120889905042965,303,Summer,5,167.30588778376818,170.88513145906637,16,95,3,53.68724515565725
Thoraipakkam,13.029635939831882,80.27549028681422,2510,129,85.77859697203704,135.47253718131145,183,Summer,8,472.176381024825,186.50845669408403,48,62,1,29.254852968050223
Vadapalani,12.81176602604664,80.28106466689854,2828,131,82.38182122817622,122.98272067214215,139,Summer,13,220.26879392217396,82.82577793194181,40,63,2,27.26389581466996
Ambattur,12.952010162904498,80.18594090341286,2603,142,45.68528543754448,86.4686752467189,291,Rainy,11,472.6331416799601,186.0098950220143,16,89,1,55.79074012440656
Sholinganallur,12.842868593143423,80.29815716653734,4739,131,39.234950624788475,81.76400384311827,277,Rainy,6,200.3812902511995,96.64740336835136,20,54,1,24.14166665340035
Velachery,12.891257644965313,80.11452365598926,4243,59,35.54329806802035,82.42374031890763,444,Summer,10,102.47698394862583,70.87941483810026,15,77,8,20.73393691710427
Velachery,13.067486565212148,80.14259773588736,2705,74,92.55943885447249,79.94714927935232,397,Winter,10,392.8689668817369,58.863309234455635,28,73,6,39.62862482008816
Teynampet,13.041026723477877,80.21120736820292,1774,126,77.80544325660654,93.4733468470969,449,Summer,11,337.7955282941924,81.76188110591444,51,68,7,38.66749812771934
Triplicane,12.896166396532916,80.10113891292794,1302,148,74.11316663398345,99.34982739719489,71,Summer,13,276.93523352496806,61.140620012065945,58,60,3,20.32026404995137
Ambattur,12.912146888328941,80.16699862393313,4683,67,92.25128162384506,77.18164258122835,492,Winter,16,178.42904251797816,166.8196440048676,55,91,4,34.35621883293056
Egmore,12.8747255732548,80.2292658078475,2314,67,95.73502782071806,53.592586452847534,232,Winter,13,491.73907360212917,199.0672348522107,25,93,5,25.816477007579724
Royapettah,12.96135982465842,80.29513843949056,2029,146,42.839025752231834,75.64902468010328,338,Summer,11,459.4800178024028,114.79960390195208,51,82,9,46.026447029773095
Tambaram,12.858296067095269,80.26669527709647,4973,136,70.19097569024048,118.86960627847533,405,Summer,7,176.09203099500527,99.06655092717291,26,59,2,51.95683209995704
Velachery,13.137527019181537,80.28463697373553,2047,66,46.649598864672086,60.583273108969934,143,Rainy,6,330.0628196505279,164.15437375877625,40,68,7,42.74300367742204
VIT Chennai,12.874312057906604,80.10753245660153,4169,120,33.95870555627879,57.043432770901816,109,Winter,6,380.0292075328351,127.74083394505944,45,65,9,42.33242335876291
Kodambakkam,12.854701809154033,80.11425420179177,2318,76,60.17470888769692,51.778290578435424,61,Winter,11,159.54823873981024,131.06794069626238,19,56,2,57.026966513418735
Thoraipakkam,12.893248151124812,80.26056579213947,4074,85,91.24227536097618,126.65153820130422,314,Winter,6,453.9871174433026,197.1006452398744,44,62,1,53.05145701033301
Nungambakkam,12.946285483525276,80.21406037924018,4210,134,34.132361062004776,123.51751094428838,357,Winter,8,414.39383282953577,50.778221118207014,45,81,9,58.78763784168466
Egmore,13.125269797176822,80.1801400736851,4678,116,72.09655767771135,92.55451908266761,478,Winter,11,150.9075293839441,105.07391008493087,22,63,4,49.43201956788705
Guindy,13.165715514624173,80.22803565079163,3771,106,61.7469511133636,66.28051413892626,310,Winter,12,282.8637402257241,192.25228424973872,26,82,8,33.63945705455582
Pallikaranai,13.02255990955225,80.13250131881918,4605,61,31.263093315877743,68.75462685938903,319,Rainy,5,361.7145394650643,125.63000755143683,41,73,9,53.03186388294406
Egmore,13.118646244499878,80.14515906639359,1767,103,36.32486052883999,106.304209619597,444,Winter,5,187.14927884696925,102.7514405398731,43,69,7,50.1732464648638
Perambur,13.07819902912219,80.29589271181015,2983,100,55.80491611074762,130.11771312380233,355,Summer,13,101.86330547543952,79.63557163932036,44,71,5,51.22755312839524
Thoraipakkam,12.82178725068061,80.24284139847394,1184,115,57.77670746939302,142.39181001594937,360,Winter,6,489.1753391902667,75.47980020542204,30,79,7,48.77916303303114
Porur,13.093242045808074,80.2956998779933,3057,87,45.16901701463349,57.80347482997978,163,Winter,18,223.71741809578089,136.39337865260975,19,61,9,52.24481052882973
Triplicane,13.146221997208011,80.27157195511127,1458,57,59.76028110058221,76.66580790416494,143,Summer,17,323.8594862138522,122.83702148098186,51,85,6,29.33458339418859
Porur,13.054291564803943,80.17841443438796,4927,101,62.005583953082315,117.51389671755493,253,Winter,5,116.67982667751019,63.2840124771592,41,74,6,23.67960952667156
Kodambakkam,12.863791332212697,80.28842335770152,4029,69,71.22374665139242,66.75328106408925,105,Rainy,16,494.2227753610564,171.3771387852592,56,63,7,46.176903416427784
Kolathur,13.19686921641268,80.12854908507846,3224,77,59.809186534058554,123.44354830605737,88,Summer,5,482.83136691316673,73.15526121032126,52,55,1,42.803566278975424
Porur,13.123265068576623,80.14308186065013,3998,67,59.67027399999864,129.27501298104684,74,Rainy,19,181.52509754980417,156.6070624839446,55,93,3,39.10551969133391
VIT Chennai,12.96840392810826,80.11344211167861,3100,132,63.713815392320136,83.10581078459464,175,Rainy,15,428.352520999498,167.52850090172223,22,89,3,45.20490780885502
Avadi,13.114960502168639,80.1849751965868,1501,112,52.88997846954919,90.2565349822114,461,Summer,18,366.70581988652833,173.52687650462389,47,92,5,48.74269122807575
Thiruvanmiyur,13.011053397860916,80.23675391082269,4526,56,60.76274145990247,137.72692744573823,238,Rainy,5,416.9209022646064,133.9367833642766,25,54,6,37.86802162845995
Guindy,13.09597091037408,80.169159018594,1988,145,32.0217019195218,102.14261341369652,306,Rainy,16,244.6474186379467,97.18617320166979,16,81,3,48.697158024855895
Triplicane,13.097913753525013,80.22928219247471,4017,103,48.152574121527316,109.22994923700982,386,Winter,13,306.10735959871715,130.59045162836617,29,59,2,34.122059686030795
Mogappair,13.102166335888063,80.20113295420153,1609,79,75.64953925053481,58.419821574967955,203,Winter,13,461.8401708096716,89.10761421926776,18,85,6,20.983986169337584
Guindy,12.8095877212061,80.27447784525819,4153,98,81.55631313231032,55.057047079236796,370,Rainy,11,312.99700393272514,194.70786360921392,22,89,5,37.41228820133796
Royapettah,12.804484716860486,80.16134132338559,2447,86,49.908132391397274,110.44029242303687,400,Winter,16,137.64948017847667,106.8072860194463,47,85,3,57.98116699017505
Egmore,13.193881764875925,80.27518007073346,4508,118,55.09673055918841,134.14645110596052,398,Summer,14,191.71006261396286,74.99063703267726,20,72,2,21.839252905988808
VIT Chennai,13.096415862576022,80.22668173499491,4711,50,36.03680674151547,133.01845732028235,157,Summer,8,349.77152208654377,92.56528819218151,50,87,8,44.42638518685253
Kolathur,13.130722506697127,80.23331855032639,2865,116,34.15977297546657,85.50273222986459,418,Summer,9,310.3256307613492,62.30329874625653,42,50,5,40.75113867454045
Triplicane,12.852486085433139,80.13906588947329,3912,120,75.41186100582598,67.96966944165774,430,Summer,16,340.63408929467494,189.44780389375427,25,79,3,39.61314931724979
Mogappair,12.927599338507394,80.13488378585544,4542,137,89.88594550829231,64.31356875835617,485,Winter,6,497.187146397758,111.9472766392546,34,85,9,43.638021496859864
Saidapet,13.195623379882413,80.15604496141542,3286,80,64.13337485468202,60.51084994600214,74,Summer,17,487.8101131823429,67.35472499471116,53,77,4,39.590149410984054
Adyar,12.814528080481065,80.27964757008634,2307,114,58.036879141906255,123.13169142292827,460,Summer,7,169.63436309299254,142.40888924879246,24,82,9,41.299815752272785
Royapettah,13.077919105289364,80.26411722886212,1319,108,82.7522647375751,92.52702193484936,460,Summer,13,175.72193089541383,62.0369953244284,17,54,3,36.798509997836476
Velachery,12.865840519280164,80.25978119482167,4221,73,50.389131006093436,66.14194905722161,52,Summer,19,162.15559251550263,181.61860201229914,17,96,1,24.636483433584957
Anna Nagar,12.950409882954666,80.10442989310421,4156,101,63.205647485163844,122.98369611467147,439,Rainy,12,211.15266646032478,168.1433103930883,49,63,3,28.420029010531497
Avadi,13.169036349979793,80.24952065759554,2040,141,89.46808094305408,110.80852113261135,59,Winter,6,304.9201705699564,137.6885626096346,28,70,4,40.583815624319314
Royapettah,12.995375961626998,80.16291123811109,4117,141,61.88410767481926,94.19658944564145,467,Winter,6,323.1017851989597,197.85376811607063,56,75,4,35.08418687655685
Vadapalani,13.101972078110425,80.29822696848163,3860,102,93.70504759564481,115.53155535193463,407,Winter,7,100.22209950248322,144.74956625803205,56,91,9,38.78926205008028
